Fecha,CO
2022-10-03,0.6725
2022-10-04,0.7445833333333334
2022-10-05,0.74125
2022-10-06,0.7608333333333334
2022-10-07,0.7016666666666667
2022-10-08,0.6679166666666667
2022-10-09,0.5750000000000001
2022-10-10,0.6595833333333333
2022-10-11,0.7008333333333333
2022-10-12,0.7525
2022-10-13,0.6845833333333333
2022-10-14,0.6479166666666667
2022-10-15,0.6575
2022-10-16,0.63125
2022-10-17,0.75875
2022-10-18,0.89
2022-10-19,0.7341666666666667
2022-10-20,0.8420833333333334
2022-10-21,1.0958333333333334
2022-10-22,0.9525
2022-10-23,0.5645833333333333
2022-10-24,0.58875
2022-10-25,0.7075
2022-10-26,0.6833333333333332
2022-10-27,0.72625
2022-10-28,0.5958333333333333
2022-10-29,0.5745833333333333
2022-10-30,0.5379166666666667
2022-10-31,0.5841666666666666
2022-11-01,0.5283333333333333
2022-11-02,0.5341666666666667
2022-11-03,0.5808333333333333
2022-11-04,0.5599999999999999
2022-11-05,0.46708333333333335
2022-11-06,0.45625
2022-11-07,0.5533333333333333
2022-11-08,0.5479166666666667
2022-11-09,0.5554166666666667
2022-11-10,0.5045833333333333
2022-11-11,0.4795833333333333
2022-11-12,0.4579166666666667
2022-11-13,0.46125
2022-11-14,0.4791666666666667
2022-11-15,0.4808333333333333
2022-11-16,0.49041666666666667
2022-11-17,0.4816666666666667
2022-11-18,0.5116666666666666
2022-11-19,0.49500000000000005
2022-11-20,0.5229166666666667
2022-11-21,0.5
2022-11-22,0.3166666666666667
2022-11-23,0.135
2022-11-24,0.12041666666666667
2022-11-25,0.14125000000000001
2022-11-26,0.17416666666666666
2022-11-27,0.16541666666666668
2022-11-28,0.18125
2022-11-29,0.21541666666666667
2022-11-30,0.23750000000000002
2022-12-01,0.22958333333333333
2022-12-02,0.28875
2022-12-03,0.30041666666666667
2022-12-04,0.25625000000000003
2022-12-05,0.325
2022-12-06,0.29750000000000004
2022-12-07,0.37041666666666667
2022-12-08,0.4995833333333333
2022-12-09,0.555
2022-12-10,0.53
2022-12-11,0.5983333333333333
2022-12-12,0.6158333333333333
2022-12-13,0.61125
2022-12-14,0.61375
2022-12-15,0.6437499999999999
2022-12-16,0.66125
2022-12-17,0.6616666666666667
2022-12-18,0.6704166666666667
2022-12-19,0.6866666666666666
2022-12-20,0.71125
2022-12-21,0.7108333333333333
2022-12-22,0.7312500000000001
2022-12-23,0.7512500000000001
2022-12-24,0.7287500000000001
2022-12-25,0.7787499999999999
2022-12-26,0.7770833333333332
2022-12-27,0.5104761904761905
2022-12-28,0.01
2022-12-29,0.01
2022-12-30,0.015
2022-12-31,0.012499999999999999
2023-01-01,0.012916666666666667
2023-01-02,0.011250000000000001
2023-01-03,0.010833333333333334
2023-01-04,0.01
2023-01-05,0.008749999999999999
2023-01-06,0.01
2023-01-07,0.02521739130434783
2023-01-08,0.4895652173913043
2023-01-09,0.01375
2023-01-10,0.02782608695652174
2023-01-11,0.011666666666666667
2023-01-12,0.008749999999999999
2023-01-13,0.008749999999999999
2023-01-14,0.01
2023-01-15,0.01
2023-01-16,0.01
2023-01-17,0.010416666666666666
2023-01-18,0.01
2023-01-19,0.01
2023-01-20,0.01
2023-01-21,0.01
2023-01-22,0.01
2023-01-23,0.010416666666666666
2023-01-24,0.01
2023-01-25,0.01
2023-01-26,0.01
2023-01-27,0.010416666666666666
2023-01-28,0.01
2023-01-29,0.01
2023-01-30,0.01
2023-01-31,0.01
2023-02-01,0.01
2023-02-02,0.01
2023-02-03,0.010416666666666666
2023-02-04,0.01
2023-02-05,0.01
2023-02-06,0.01
2023-02-07,0.01
2023-02-08,0.01
2023-02-09,0.010833333333333334
2023-02-10,0.01
2023-02-11,0.13944444444444443
2023-02-13,1.3728571428571428
2023-02-14,1.3545833333333333
2023-02-15,1.2654166666666666
2023-02-16,1.3575
2023-02-17,1.4329166666666666
2023-02-18,1.4816666666666667
