Time,O3_flag,SO2_flag,NO2_flag,NO_flag,CO_flag,PM10_flag,PM2.5_flag,WDir_Avg,Rain_Tot,WDir_SD,O3,SO2,NO2,NO,CO,PM10,PM2.5,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,Press_Avg,Rad_Avg,TemperatureDowntown,RelativeHumidityDowntown,SolarRadiationDowntown,RainfallDowntown,WindDirectionDowntown,PM10Downtown,PM2.5Downtown,O3Downtown,CODowntown,NODowntown,NO2Downtown,SO2Downtown
2018-09-01,OS,BDL,OS,OS,OS,OK,OS,,0.0,0.0,,0.8385486111111111,,,,10.760618055555556,,17.787388888888888,79.35391666666666,,1000.0,805.8745388888888,200.89456775538568,19.354166666666668,69.66666666666667,268.5,,352.0,0.0,,,,,,
2018-09-02,OS,OK,OS,OS,OS,OK,OS,,7.6,0.0,,1.1955594162612926,,,,12.2627936066713,,18.034423611111112,74.67558333333334,,1000.0,805.64190625,282.0314638888889,19.70833333333333,67.0,255.875,0.17,23.0,0.0,,,,3.5,,
2018-09-03,OS,OS,OS,OS,OS,OS,OS,,3.9,0.0,,0.19,,,,9.26,,18.02624305555556,76.13253472222223,,1000.0,805.3386548611111,242.44551597222224,19.75,68.0,214.4583333333333,0.11,140.0,0.0,,,,3.6666666666666665,,
2018-09-04,OS,OS,OS,OS,OS,OS,OS,,20.6,0.0,,,,,,,,17.787993055555553,77.37475694444444,,1000.0,805.1712208333333,217.54677500000005,19.475,69.25,210.625,0.36,1.0,0.0,,,,4.041666666666666,,
2018-09-05,OS,OS,OS,OS,OS,OS,OS,,10.2,0.0,,,,,,,,17.18501388888889,80.94916666666667,,1000.0,805.8153791666666,177.52683055555556,18.966666666666665,71.58333333333333,184.4583333333333,1.29,206.0,0.0,,,,4.666666666666667,,
2018-09-06,OS,OS,OS,OS,OS,OS,OS,,3.0,0.0,,,,,,,,16.708319444444445,78.18130555555555,,1000.0,807.0381770833334,182.0350048644892,18.2625,69.70833333333333,154.875,0.05,214.0,0.0,,,,6.041666666666668,,
2018-09-07,OS,OS,OS,OS,OS,OS,OS,,9.7,0.0,,,,,,,,17.157618055555556,75.80019444444444,,1000.0,806.89049375,214.71984513888887,19.216666666666665,66.04166666666667,238.625,0.04,8.0,0.0,,,,6.166666666666668,,
2018-09-08,OS,OS,OS,OS,OS,OS,OS,,3.2,0.0,,,,,,,,17.40222222222222,77.69661111111111,,1000.0,805.9356784722223,232.69301527777776,19.183333333333334,67.70833333333333,246.25,,39.0,0.0,,,,3.5,,
2018-09-09,OS,OS,OS,OS,OS,OS,OS,,0.0,0.0,,,,,,,,17.450812499999998,74.98794444444444,,1000.0,804.7320680555556,257.4419826388889,19.279166666666665,65.91666666666667,240.54166666666663,,230.0,0.0,,,,3.583333333333334,,
2018-09-10,OS,OS,OS,OS,OS,OS,OS,,0.0,0.0,,,,,,,,18.314416666666663,74.20472916666667,,1000.0,803.9377930555555,299.4866798611111,19.675,66.58333333333333,247.9583333333333,,136.0,0.0,-7.0,,,3.9583333333333335,,
2018-09-11,OS,OS,OS,OS,OS,OS,OS,,0.0,0.0,,,,,,,,18.337354166666668,73.07770833333333,,1000.0,804.9863694444444,225.96706111111112,20.004166666666663,65.79166666666667,241.0,,218.0,0.0,-2.25,,,3.9583333333333335,,
2018-09-12,OS,OS,OS,OS,OS,OS,OS,,1.0,0.0,,,,,,,,18.31177083333333,77.28990277777778,,1000.0,804.9993680555556,257.36165416666665,19.779166666666665,69.0,201.5,0.5399999999999999,157.0,0.0,,,,4.5,,
2018-09-13,OS,OS,OS,OS,OS,OS,OS,,30.0,0.0,,,,,,,,18.00151388888889,83.09418055555555,,1000.0,804.26483125,215.1535486111111,19.254166666666663,76.625,181.5833333333333,1.23,247.0,0.0,-7.2,,,4.708333333333333,,
2018-09-14,OS,OS,OS,OS,OS,OS,OS,,0.1,0.0,,,,,,,,18.421520833333336,78.35225,,1000.0,804.4542631944444,225.31425,19.85,70.91666666666667,269.0,0.01,121.0,0.0,-2.0,,,4.458333333333333,,
2018-09-15,OS,OS,OS,OS,OS,OS,OS,,0.3,0.0,,,,,,,,18.125756944444444,70.2291875,,1000.0,805.1507354166666,272.5698645833333,20.054166666666667,62.333333333333336,229.16666666666663,0.01,129.0,0.0,-2.5,,,2.7916666666666665,,
2018-09-16,OS,OS,OS,OS,OS,OS,OS,,0.0,0.0,,,,,,,,17.416069444444442,74.53746527777777,,1000.0,805.3764006944444,291.24482083333334,18.90833333333333,66.66666666666667,224.54166666666663,,133.0,0.0,929.2666666666668,,,3.25,,
2018-09-17,OS,OS,OS,OS,OS,OS,OS,,3.4000000000000004,0.0,,,,,,,,16.673506944444444,85.93009722222222,,1000.0,806.0972055555555,135.77899374999998,18.4375,74.95833333333333,152.04166666666666,,221.0,0.0,882.6363636363636,,,4.041666666666666,,
2018-09-18,OS,OS,OS,OS,OS,OS,OS,,0.0,0.0,,,,,,,,17.02213888888889,80.79097222222222,,1000.0,806.144511111111,147.16158055555556,19.008333333333333,71.58333333333333,150.91666666666666,,200.0,0.0,,,,5.291666666666667,,
2018-09-19,OS,OS,OS,OS,OS,OS,OS,,0.0,0.0,,,,,,,,17.489597222222223,76.6627986111111,,1000.0,805.7245861111112,232.7168458333333,19.10833333333333,69.0,237.375,0.02,215.0,0.0,-2.6666666666666665,,,6.916666666666667,,
2018-09-20,OS,OS,OS,OS,OS,OS,OS,,0.0,0.0,,,,,,,,18.444604166666668,72.70178472222223,,1000.0,805.789117361111,287.60229722222226,20.245833333333334,64.91666666666667,264.9583333333333,0.21,210.0,0.0,-2.0,,,6.5,,
2018-09-21,OS,OS,OS,OS,OS,OS,OS,,0.2,0.0,,,,,,,,19.12336805555556,74.03891666666667,,1000.0,805.56943125,246.69010347222223,20.575,66.70833333333333,205.4583333333333,0.31,4.0,0.0,,,,6.958333333333334,,
2018-09-22,OS,OS,OS,OS,OS,OS,OS,,1.4,0.0,,,,,,,,18.22075,79.99796527777778,,1000.0,805.5253854166666,196.70768819444444,19.48333333333333,72.75,176.58333333333334,0.08,45.0,0.0,-5.0,,,5.125,,
2018-09-23,OS,OS,OS,OS,OS,OS,OS,,1.3,0.0,,,,,,,,17.346409722222223,81.61002777777777,,1000.0,805.3501965277778,202.2395020833333,18.78333333333333,73.75,188.79166666666663,0.1,211.0,0.0,,,,3.0416666666666665,,
2018-09-24,OS,OS,OS,OS,OS,OS,OS,0.0,0.7000000000000001,2.688465356460417,,,,,,,,17.107745872218235,81.80529073941135,1.660498338870432,568.7854063173008,805.1465936826993,155.1377527559055,19.266666666666666,71.04166666666667,229.625,,209.0,0.0,-1.0,,,5.541666666666667,,
2018-09-25,OS,OS,OS,OS,OS,OS,OS,0.0,32.3,7.375331976189696,,,,,,,,17.599847116052814,81.07555941626129,1.3798137595552469,1.7836782487838778,805.6600708825573,286.65623444976075,19.079166666666666,74.125,162.70833333333334,1.59,4.0,0.0,,,,5.916666666666667,,
2018-09-26,OS,OS,OS,OS,OS,OS,OS,0.0,5.7,7.751696549050175,,,,,,,,17.940770833333332,76.55609027777778,1.3344298611111112,1.734335416666667,806.0370750000001,246.6741972222222,19.354166666666668,70.75,239.29166666666663,0.23,112.0,0.0,,,,4.541666666666667,,
2018-09-27,OS,OS,OS,OS,OS,OS,OS,0.0,5.4,5.786045738526852,,,,,,,,17.580006944444445,80.71837500000001,0.9626180555555556,1.241959027777778,805.5122375,191.0387208333333,19.116666666666667,71.04166666666667,178.16666666666666,0.14,0.0,0.0,,,,5.125,,
2018-09-28,OS,OS,OS,OS,OS,OS,OS,0.0,7.9,5.312749295390997,,,,,,,,16.851277777777778,83.98058333333333,1.3714444444444445,1.7319493055555557,806.0096368055556,176.93583125,18.466666666666665,74.58333333333333,203.75,0.5,6.0,0.0,,,,4.291666666666667,,
2018-09-29,OS,OS,OS,OS,OS,OS,OS,0.0,7.4,5.972971537759443,,,,,,,,16.6853125,86.1596111111111,1.0019263888888887,1.3112194444444445,806.4352916666667,181.3666305555556,18.291666666666668,75.29166666666667,202.8333333333333,0.79,122.0,0.0,,,,5.083333333333333,,
2018-09-30,OS,OS,OS,OS,OS,OS,OS,0.0,1.7000000000000002,6.436046317207149,,,,,,,,17.279270833333335,81.13479166666667,1.438482638888889,1.8176666666666668,806.6849868055556,214.25167083333332,18.704166666666666,72.875,210.0,0.23,2.0,0.0,,,,3.2916666666666665,,
2018-10-01,OS,OS,OS,OS,OS,OS,OS,0.0,6.7,6.587215640281868,,-0.3688854003139717,7.921554160125588,-0.9168916797488226,0.0341915227629513,13.869874213836477,-1139.5842258064515,16.67984722222222,82.28370833333332,1.126854861111111,1.4379993055555556,806.9218055555555,231.48734513888888,18.6,72.83333333333333,224.3333333333333,,43.0,0.0,,,,,,
2018-10-02,OS,BDL,OK,OR,OK,OK,OS,0.0,2.7,5.618270935443738,,-0.1885347222222222,8.984284722222222,0.1909097222222222,0.2757916666666666,14.243805555555555,,17.285569444444445,75.41086805555555,1.6933076388888888,2.118693055555556,806.9972187500001,273.5582145833333,19.054166666666667,67.33333333333333,246.3333333333333,0.34,15.0,0.0,,,,7.333333333333333,,
2018-10-03,OS,BDL,OK,OR,OK,OK,OS,0.0,7.300000000000001,6.352739604330833,,0.2165,8.3968125,-0.2787569444444445,0.2116041666666666,8.734425887265136,-4.133081683168317,16.761145833333334,78.26193055555555,1.409140972222222,1.8010875,806.0084166666668,237.0104819444444,18.525,69.79166666666667,207.375,1.02,18.0,0.0,,,,5.833333333333334,,
2018-10-04,OS,BDL,OK,OR,OK,OK,OK,0.0,21.1,6.473625921055585,,0.5545138888888889,6.982486111111111,0.2252569444444444,0.2108263888888889,12.580625434329397,-222.127714884696,16.4864375,80.60075,1.5071444444444444,1.8993944444444448,805.6194729166666,256.17034027777777,18.3125,72.375,248.2083333333333,0.58,3.0,0.0,,,,7.708333333333334,,
2018-10-05,OS,BDL,OK,OK,OK,OK,OK,0.0,2.4000000000000004,7.244973820736773,,0.6674930555555555,3.154708333333333,1.258875,0.1911805555555555,14.823356497567756,13.415402777777778,17.80170138888889,78.00780555555556,1.068025,1.4081270833333333,805.2188680555555,229.25793402777776,19.383333333333333,70.16666666666667,218.8333333333333,0.17,6.0,0.0,,,,5.25,,
2018-10-06,OS,BDL,OK,OK,OK,OK,OK,0.0,2.4000000000000004,7.7694911703393075,,0.4070277777777777,2.451041666666667,1.7043819444444444,0.1881180555555555,17.6992832289492,21.46961084086171,16.806951388888887,82.13555555555556,1.2434611111111111,1.6021076388888889,804.8495368055557,157.98300972222222,18.4125,72.70833333333333,173.25,0.11,216.0,0.0,,,,4.625,,
2018-10-07,OS,BDL,OR,OK,OK,OK,OK,0.0,9.9,8.910787739499002,,0.335045170257123,0.6448436414176512,1.044468380820014,0.1037178596247394,9.942977684797768,-70.21431623931623,16.388659722222222,82.43224305555555,1.1915618055555557,1.537061111111111,804.2820041666666,221.92089583333336,18.154166666666665,73.04166666666667,237.375,0.49,136.0,0.0,,,,3.333333333333333,,
2018-10-08,OS,BDL,OK,OK,OK,OK,BDL,0.0,0.1,7.802444789784626,,0.1877777777777777,2.173611111111111,2.465208333333333,0.1173333333333333,9.221759776536311,0.0,16.067888888888888,81.99938194444445,1.1520986111111111,1.4928020833333335,803.1105305555557,233.3872736111111,17.845833333333335,72.95833333333333,225.75,0.01,226.0,0.0,,,,5.958333333333334,,
2018-10-09,OS,BDL,OK,OK,OK,OK,BDL,0.0,0.0,8.85632835889334,,0.2118472222222222,0.7014097222222222,1.2712083333333333,0.0638888888888888,10.031004184100418,0.0,17.145881944444444,77.9536736111111,1.2426,1.6520645833333334,802.5642659722223,240.34988611111112,18.8625,69.20833333333333,247.7083333333333,,126.0,0.0,-5.5,,,5.375,,43.7
2018-10-10,OS,BDL,OK,OK,OK,OK,BDL,0.0,0.0,8.339625387382604,,0.2327222222222222,2.091666666666667,2.407465277777778,0.1355972222222222,16.429164926931104,0.0,17.92798611111111,77.01285416666666,1.0517076388888889,1.3634583333333334,804.0876736111111,238.45812708333327,19.775,68.95833333333333,206.16666666666663,0.04,50.0,0.0,,,,6.133333333333334,,56.208333333333336
2018-10-11,OS,BDL,OK,OK,OK,OK,OS,0.0,12.3,7.733572606983685,,0.3078263888888888,4.211625,2.2801805555555554,0.1955486111111111,16.56990972222222,,17.847930555555557,82.49241666666667,0.9617708333333334,1.2383479166666669,805.4017347222222,176.27905833333335,19.704166666666666,71.66666666666667,166.875,0.02,208.0,0.0,-7.0,,,6.7,5.0,34.958333333333336
2018-10-12,OS,BDL,OK,OK,OK,OK,OS,0.0,6.7,7.889922927176873,,0.4978611111111111,3.043527777777778,1.9601527777777776,0.1794097222222222,14.544458333333331,0.0,18.33789583333333,80.81419444444444,1.0826847222222222,1.4201083333333333,805.1557527777778,235.93679375,20.0,71.0,204.16666666666663,0.01,13.0,0.0,-12.5,,,5.958333333333334,,58.33333333333333
2018-10-13,OS,BDL,OK,OK,OK,OK,OS,0.0,0.0,8.842604177098789,,0.0798402777777777,1.9090069444444444,0.9716180555555556,0.1452361111111111,13.886340277777778,,18.635590277777776,80.00297916666666,0.9439388888888888,1.22900625,804.1734152777778,200.1360784722222,20.15,71.04166666666667,200.91666666666663,,123.0,0.0,-9.875,,,5.583333333333333,,66.08333333333334
2018-10-14,OS,BDL,OR,OK,OK,BDL,OS,0.0,8.0,9.223300943061046,,0.0574009728978457,-0.2327588603196664,0.9102779708130648,0.0555663655316191,4.044162612925643,,18.276736111111116,78.78536111111111,1.3324972222222222,1.7649493055555556,804.2258138888889,185.52757291666668,19.58333333333333,72.125,198.75,0.49,205.0,0.0,-14.105263157894736,,,4.541666666666667,,64.5
2018-10-15,OS,BDL,OR,OK,OK,OK,OS,0.0,1.3,10.08853103420862,,-0.0444097222222222,0.1337430555555555,1.3272222222222223,0.0606458333333333,5.3868125,,18.420069444444444,79.30121527777777,1.3152902777777775,1.7014131944444444,804.1705465277778,210.67974097222225,19.758333333333333,72.125,241.91666666666663,0.23,128.0,0.0,-15.0,,,7.958333333333333,,47.33333333333333
2018-10-16,OS,BDL,OR,OK,OK,OK,OS,0.0,2.1,10.352168945571837,,0.1661041666666666,0.1364861111111111,3.4695625,0.1058472222222222,7.766743055555556,,18.0820625,76.92083333333333,1.505473611111111,1.9724979166666663,804.4203638888889,207.4568020833333,19.475,69.95833333333333,188.16666666666663,0.3299999999999999,179.0,0.0,-15.0,,,10.583333333333334,,65.125
2018-10-17,OS,OS,OS,OS,OS,OS,OS,329.0,2.0,4.947094185355792,,-0.0390082644628099,0.5227272727272727,0.6000826446280991,0.0742148760330578,5.812809917355372,,17.34079861111111,76.59259027777777,2.018859722222222,2.551984027777778,805.5299666666667,183.5650840277778,18.89583333333333,68.54166666666667,186.125,0.08,4.0,0.0,-12.4,,,6.416666666666667,,58.58333333333333
2018-10-18,OS,OS,OS,OS,OS,OS,OS,10.0,0.3,4.741915926194643,,,,,,,,17.738506944444445,73.8918888888889,2.2871944444444443,2.860516666666667,806.0932437499999,182.40321875,19.404166666666665,64.29166666666667,179.41666666666666,0.01,359.0,0.0,-2.75,,,7.291666666666666,,71.66666666666667
2018-10-19,OS,OS,OS,OS,OS,OS,OS,238.0,7.800000000000001,6.341474891208359,,,,,,,,17.46772222222222,76.99204166666667,1.592076388888889,2.007366666666667,806.0188083333334,250.6683305555556,19.22083333333333,67.66666666666667,235.79166666666663,0.77,4.0,0.0,-13.4375,,,6.652173913043479,,59.2
2018-10-20,OS,OS,OS,OS,OS,OS,OS,0.0,9.0,6.789470283007063,,,,,,,,16.744548611111114,85.61340277777778,1.0640020833333332,1.3471673611111112,805.69601875,135.81366111111112,18.35,74.91666666666667,149.75,0.27,3.0,0.0,-14.541666666666666,,,7.208333333333333,,
2018-10-21,OS,OS,OS,OS,OS,OS,OS,0.0,13.6,5.630121289430289,,,,,,,,16.916562499999998,84.54950694444445,1.427259722222222,1.804195138888889,805.7920131944445,164.01977638888889,18.229166666666668,75.45833333333333,143.58333333333334,0.7,356.0,0.0,-14.208333333333334,,,5.625000000000001,,
2018-10-22,OS,OS,OS,OS,OS,OS,OS,0.0,49.4,10.5588699435876,,,,,,,,17.008270833333334,79.76321527777777,1.7139166666666663,2.273372222222222,805.8016284722222,193.40093125,18.03333333333333,73.91666666666667,172.33333333333334,2.2,355.0,0.0,26.75,,,6.916666666666667,,6.333333333333333
2018-10-23,OS,OS,OS,OS,OS,OS,OS,0.0,0.0,11.579868809033954,,,,,,,,16.3389375,79.02914583333333,2.308489583333333,3.045128472222222,806.3297409722222,221.31401111111109,17.5875,72.45833333333333,100.70833333333331,,271.0,0.0,-2.555555555555556,,,5.833333333333334,,3.0
2018-10-24,OS,OS,OS,OS,OS,OS,OS,0.0,0.0,9.454095953837466,,,,,,,,16.230604166666666,75.73611805555555,1.0941166666666666,1.4305694444444443,806.6222944444445,186.89645416666664,18.0125,68.75,199.29166666666663,,208.0,0.0,-2.2,,,11.166666666666666,,6.0
2018-10-25,OS,OS,OS,OS,OS,OS,OS,0.0,0.0,8.304482344830214,,,,,,,,17.386729166666665,73.29744444444445,1.0825909722222222,1.391125,805.3961736111111,247.3542118055556,19.08333333333333,67.29166666666667,242.2083333333333,,217.0,0.0,-3.333333333333333,,,9.375,,
2018-10-26,OS,OS,OS,OS,OS,OS,OS,0.0,3.8,9.205367418420789,,,,,,,,17.831055555555558,76.6450625,0.9811916666666666,1.2886597222222222,804.799088888889,216.21721527777777,19.3,68.79166666666667,222.0,0.65,124.0,0.0,-2.5,,,6.583333333333333,,3.5
2018-10-27,OS,OS,OS,OS,OS,OS,OS,0.0,21.4,7.581074678974079,,,,,,,,16.25240972222222,84.42956944444444,1.3917631944444444,1.7709326388888889,806.1978569444445,171.4980986111111,18.441666666666663,72.45833333333333,184.66666666666663,0.03,228.0,0.0,-8.5,,,5.333333333333333,,
2018-10-28,OS,BDL,OK,OK,OK,OK,OS,9.0,0.0,4.805647752247505,,0.797543593631539,2.7782259287338893,1.2102653525398028,0.1728658074298711,9.72677786201668,,16.94195138888889,73.84074305555555,1.7828069444444443,2.235395833333333,808.2135631944444,216.65698263888888,18.654166666666665,64.04166666666667,216.125,,2.0,0.0,-4.846153846153846,,,4.625,,
2018-10-29,OS,OK,OK,OK,OK,OK,OS,0.0,0.0,6.380060367478693,,1.4698819444444444,3.346305555555556,2.6965347222222222,0.2207638888888888,13.796409722222224,,16.74261111111111,74.10653472222222,1.0648701388888888,1.377046527777778,808.0595423611111,208.33454791666668,18.654166666666665,63.66666666666666,205.41666666666663,,19.0,0.0,-1.0,,,7.708333333333334,,6.333333333333333
2018-10-30,OS,BDL,OK,OK,OK,OK,OS,0.0,0.0,6.910659468442991,,0.8633819444444444,2.535736111111111,1.7676180555555554,0.2505208333333333,18.04235416666667,,16.566020833333333,76.97698611111112,0.8233986111111111,1.0803472222222223,806.8970875000001,182.05693958333333,18.3625,68.58333333333333,169.875,0.36,328.0,0.0,,,,8.541666666666668,,6.0
2018-10-31,OS,BDL,OK,OK,OK,OK,OS,0.0,0.0,8.938903344146855,,0.6511388888888889,4.276680555555556,1.9321875,0.2852430555555555,15.027118055555556,,16.809368055555556,77.07124305555556,1.1802555555555556,1.5439520833333336,806.5296270833333,197.82079375,18.15833333333333,70.25,198.41666666666663,0.02,133.0,0.0,,,,8.791666666666666,,2.0
2018-11-01,OS,BDL,OK,OK,OK,OK,OS,0.0,8.9,8.254940663674237,,0.6291666666666667,2.1675347222222223,1.702229166666667,0.2570277777777778,13.924347222222224,,15.688284722222225,80.57013888888889,1.0378993055555557,1.3529020833333334,806.1523118055555,152.78179583333332,17.287499999999998,73.08333333333333,148.375,0.2,1.0,0.0,,,,,,
2018-11-02,OS,BDL,OK,OK,OK,OK,OS,0.0,0.1,7.185339887335629,,0.627,3.060958333333333,2.4565069444444445,0.2771875,10.979118055555556,,15.301493055555556,82.58797916666667,0.9470569444444444,1.2004520833333334,806.3336993055556,110.50372291666667,17.045833333333334,72.83333333333333,102.16666666666669,,192.0,0.0,,,,9.375,,
2018-11-03,OS,BDL,OK,OK,OK,OK,OS,0.0,3.6,7.468877526212306,,1.814986111111111,3.016625,1.644951388888889,0.2765138888888889,9.519006944444444,,14.976805555555554,85.2325,0.9877076388888888,1.2741173611111112,806.0957819444444,75.88312291666666,16.283333333333335,77.33333333333333,76.25,0.18,209.0,0.0,,,,9.041666666666666,,
2018-11-04,OS,BDL,OK,BDL,OK,OK,OS,0.0,37.5,5.668447699814671,,0.6152744961779013,3.992293259207783,0.6560528144544823,0.325225851285615,4.29691933240612,,12.936458333333333,96.06048611111112,1.405167361111111,1.7617666666666667,806.5631951388889,31.89501875,13.945833333333333,88.375,38.29166666666666,1.4200000000000002,3.0,0.0,,,,7.208333333333333,,
2018-11-05,OS,BDL,OR,OK,OK,OK,OS,0.0,0.1,11.188152811696456,,0.8808402777777778,0.6875625000000001,1.285,0.2876180555555556,5.666129256428075,,15.002784722222222,76.17055555555557,1.7401361111111109,2.257163888888889,806.0490034722222,222.12682777777775,16.291666666666668,71.875,172.79166666666666,0.01,191.0,0.0,,,,15.458333333333332,,
2018-11-06,OS,BDL,OK,OK,OK,OK,OS,0.0,0.0,7.21218830983117,,0.629986111111111,1.3588194444444446,2.2040277777777777,0.3233402777777778,9.1951875,,15.265335416666666,70.82275694444445,0.9702138888888888,1.2313930555555554,805.6419611111112,262.8320680555556,17.604166666666668,62.75,255.0,,217.0,0.0,,,,14.374999999999998,,
2018-11-07,OS,BDL,OK,OK,OK,OK,OS,0.0,0.0,5.71570476872816,,0.9398472222222224,3.1214166666666667,1.923722222222222,0.3821041666666667,18.29149305555556,,17.17366666666667,73.33202777777777,0.7947743055555555,1.024629861111111,805.709804861111,247.31463541666668,18.77083333333333,63.29166666666666,229.0833333333333,,218.0,0.0,7.5,,,8.346153846153847,9.999999999999998,
2018-11-08,OS,BDL,OK,OK,OK,OK,OS,0.0,0.0,5.293692397042885,,0.7966666666666667,3.0588819444444444,1.7883958333333334,0.3869305555555555,21.27804030576789,,17.182423611111112,70.68663888888888,0.8991729166666667,1.1402131944444445,805.5142041666666,223.17355625,19.54583333333333,61.833333333333336,223.8333333333333,,215.0,0.0,,,,7.916666666666667,,2.5
2018-11-09,OS,BDL,OK,OK,OK,OK,OS,0.0,0.0,5.586295111439301,,0.8887638888888888,3.209625,2.9657430555555555,0.2873472222222222,19.63808333333333,,17.12535788742182,69.81037526059764,1.027373870743572,1.2869152189020154,805.5564801945795,230.7318978457262,19.491666666666667,61.66666666666666,226.04166666666663,,26.0,0.0,-10.333333333333334,,,7.375,,
2018-11-10,OS,BDL,OK,OK,OK,OK,OS,0.0,0.0,9.106305452777638,,0.7453958333333333,2.9320625,2.1107916666666666,0.2974166666666666,21.89503472222222,,16.7549375,72.85976388888889,1.4878958333333334,1.897281944444444,806.6997673611112,229.9535375,18.891666666666666,63.0,211.41666666666663,,141.0,0.0,,,,7.625,,
2018-11-11,OS,BDL,OK,OK,OK,OK,OS,0.0,0.0,8.798347197419496,,0.6373402777777778,0.8075138888888889,1.5482986111111112,0.2600138888888889,13.628743055555557,,16.432590277777777,71.92768055555555,0.7619979166666667,1.0134486111111112,806.6047597222223,242.69568680555557,18.320833333333333,63.16666666666666,232.16666666666663,,142.0,0.0,,,,3.7916666666666665,,
2018-11-12,OS,BDL,OK,OK,OK,OK,OS,0.0,3.7,8.275990761756008,,0.5606666666666666,1.214340277777778,2.0881944444444445,0.2540347222222222,15.237930555555554,,16.030395833333333,78.35656944444445,1.075688888888889,1.4179527777777778,806.0913027777777,175.80376041666668,17.958333333333332,67.66666666666667,184.0833333333333,0.26,203.0,0.0,,,,6.166666666666667,,
2018-11-13,OS,BDL,OK,OK,OK,OK,OS,0.0,5.4,7.70389975143259,,0.6609444444444444,5.287381944444444,4.034673611111112,0.4098125,15.266354166666666,,14.064520833333331,81.88306944444444,1.1942743055555556,1.5435340277777776,806.6168375,116.53405972222222,15.333333333333334,74.04166666666667,112.0,0.69,227.0,0.0,,,,11.000000000000002,,
2018-11-14,OS,BDL,OK,OK,OK,OK,OS,20.0,2.7,6.12980546708265,,0.4597777777777778,4.940812500000001,1.6025208333333334,0.3909722222222222,8.699527777777778,,9.370611111111112,84.63119444444445,2.5505881944444444,3.139936805555556,808.7170694444445,111.74326319444444,10.7125,75.29166666666667,115.5,0.1,34.0,0.0,,,,6.625,,
2018-11-15,OS,BDL,OK,BDL,OK,OK,OS,0.0,0.0,9.786574749004863,,0.8750173731758166,4.95006254343294,4.452786657400973,0.4911188325225851,16.60847810979847,,11.226129861111112,78.67230555555555,1.1003215277777778,1.4593527777777775,807.3998756944444,253.2791486111111,13.154166666666669,70.0,232.54166666666663,,27.0,0.0,,,,13.833333333333334,,
2018-11-16,OS,BDL,OK,BDL,OK,OK,OS,0.0,0.0,9.838397999038438,,0.5640069444444444,2.5675972222222225,2.07325,0.3224722222222222,11.97870138888889,,12.581572222222222,74.38659722222222,1.223473611111111,1.6144256944444446,806.6388145833333,254.5849173611111,14.604166666666666,65.25,241.875,,131.0,0.0,,,,9.708333333333334,,
2018-11-17,OS,BDL,OK,BDL,OK,OK,OS,0.0,0.0,8.808629908474165,,0.5086170952050034,1.1551077136900625,0.7715913829047949,0.3013342599027102,8.968831710709319,,13.496639583333334,68.25593055555555,0.9891340277777778,1.3022958333333334,807.1120236111111,261.64902777777775,15.341666666666669,60.083333333333336,249.66666666666663,,223.0,0.0,,,,8.208333333333334,,
2018-11-18,OS,BDL,OK,OK,OK,OK,OS,0.0,0.0,8.843260720752642,,0.7285833333333334,0.7462291666666666,0.9622847222222224,0.3056666666666667,10.241638888888888,,13.191147916666669,67.84509722222222,0.8175513888888888,1.088904861111111,807.0625368055556,244.7598284722222,15.366666666666667,60.75,235.54166666666663,,220.0,0.0,,,,6.083333333333333,,
2018-11-19,OS,BDL,OK,OK,OK,OK,OS,0.0,0.0,6.833167401119273,,0.6155246699096595,1.6755733148019458,0.9737665045170256,0.3367129951355108,12.621181375955526,,13.777789583333334,55.25511805555555,0.6979520833333334,0.9055833333333332,807.3414520833334,253.86156041666663,15.991666666666667,52.16666666666666,242.875,,25.0,0.0,,,,5.875000000000001,,
2018-11-20,OS,BDL,OK,OK,OK,OK,OS,0.0,0.0,8.579956877785904,,0.7962083333333333,3.965333333333333,2.3082708333333333,0.47775,17.985944444444442,,14.3730125,57.78935416666666,1.0921277777777778,1.4209979166666666,807.4940083333333,246.95756597222223,16.641666666666666,53.04166666666666,237.25,,7.0,0.0,,,,10.333333333333334,,
2018-11-21,OS,BDL,OK,OK,OK,OK,OS,0.0,0.0,6.877112278370451,,0.2949513888888889,4.279173611111111,2.404611111111111,0.4512013888888889,20.093405142460043,,14.53544652777778,59.58772916666667,0.7778784722222222,1.002642361111111,808.9165215277777,242.8211520833333,17.004166666666666,51.833333333333336,231.9583333333333,,212.0,0.0,,,,9.916666666666666,,
2018-11-22,OS,BDL,OK,OK,OK,OK,OS,0.0,0.0,7.033581771098341,,0.2552328005559416,4.054864489228631,2.5996525364836693,0.3974913134120917,23.209854065323142,,15.36905,67.66116666666667,0.7393124999999999,0.9667229166666668,808.5135180555556,237.28015902777776,17.658333333333335,58.583333333333336,228.625,,220.0,0.0,,,,8.208333333333334,,
2018-11-23,OS,BDL,OK,OK,OK,OK,OS,0.0,0.0,8.125451336864243,,0.4598958333333333,2.778208333333333,1.8172777777777775,0.3980069444444444,20.97359722222222,,16.045222222222222,69.55625694444444,0.7646333333333333,1.0010548611111112,806.5082895833333,238.36491666666663,18.129166666666663,61.958333333333336,226.41666666666663,,217.0,0.0,,,,7.125,,
