PM2.5,Rain_Tot,Weather
14.213267776096822,0.0,No Rain
9.30363978899774,0.0,No Rain
11.67001390820584,0.0,No Rain
13.344666188083274,4.3,Rain
10.32281027104137,0.0,No Rain
13.819811715481173,0.0,No Rain
8.317886710239652,0.0,No Rain
6.60339546191248,10.3,Heavy Rain
7.197110125646711,0.5,Rain
9.115128740431455,0.0,No Rain
11.945427350427352,0.0,No Rain
8.6925,1.6,Rain
12.453488372093023,0.0,No Rain
23.471722222222223,0.0,No Rain
24.63334027777778,0.0,No Rain
20.22097902097902,5.1,Rain
12.322805555555556,0.2,Rain
9.018670931058992,0.0,No Rain
16.771508220157255,0.0,No Rain
22.704013888888888,0.0,No Rain
27.331569444444444,0.0,No Rain
19.654606188466943,0.0,No Rain
16.67395138888889,0.0,No Rain
23.3995,0.0,No Rain
18.936229166666667,0.0,No Rain
19.961328671328676,0.3,Rain
4.87543062200957,5.9,Rain
5.75451968503937,0.0,No Rain
7.4791254480286735,0.0,No Rain
9.94347414420976,0.0,No Rain
13.452037845705966,0.0,No Rain
17.069215277777776,0.0,No Rain
9.460063604240284,0.0,No Rain
10.185754310344828,0.0,No Rain
6.988622189992748,0.0,No Rain
5.987872823618471,0.0,No Rain
6.0395076923076925,0.0,No Rain
6.009517638588912,0.0,No Rain
6.539876989869755,0.0,No Rain
10.491298042059464,0.0,No Rain
7.389332855093256,0.0,No Rain
8.457077592458303,0.0,No Rain
8.49043600562588,0.0,No Rain
9.09661733615222,0.0,No Rain
7.158827838827838,0.0,No Rain
9.35243105950653,0.0,No Rain
12.818302446256483,0.0,No Rain
16.727185892725938,0.0,No Rain
15.658641063515509,0.0,No Rain
19.085295755045237,0.0,No Rain
27.00993031358885,0.0,No Rain
22.494771609276174,0.9,Rain
12.857328966521107,0.1,Rain
11.50066091954023,0.0,No Rain
9.649625176803394,0.0,No Rain
15.453890832750176,0.0,No Rain
11.951013513513514,0.0,No Rain
11.881262057877814,0.0,No Rain
16.061460506706407,0.0,No Rain
15.760271587743732,0.0,No Rain
13.39697543859649,0.0,No Rain
8.957475655430711,0.0,No Rain
11.33283650190114,0.0,No Rain
23.433472527472528,0.0,No Rain
18.497409722222223,0.0,No Rain
20.65246861924686,0.0,No Rain
18.6493125,0.0,No Rain
17.437097232079488,0.0,No Rain
14.423048353188506,0.0,No Rain
8.112984441301274,0.0,No Rain
8.653829022988505,0.0,No Rain
10.13579058327477,0.0,No Rain
13.366395833333334,0.0,No Rain
12.3255625,0.0,No Rain
13.203603667136813,11.8,Heavy Rain
5.726111524163569,8.3,Rain
6.967224199288257,0.0,No Rain
11.22064587973274,0.0,No Rain
13.668187499999998,0.0,No Rain
19.41426388888889,0.0,No Rain
18.32113194444445,0.0,No Rain
15.99178472222222,0.0,No Rain
21.78750704225352,0.0,No Rain
21.85898662913441,0.0,No Rain
19.17943427620632,0.0,No Rain
20.011368055555558,0.0,No Rain
15.408444444444443,0.0,No Rain
15.464625000000002,0.0,No Rain
17.167777777777776,0.0,No Rain
17.221291666666666,0.0,No Rain
15.056576388888889,0.0,No Rain
12.87946704067321,0.0,No Rain
21.055722222222222,0.0,No Rain
17.078308771929823,0.0,No Rain
13.284729166666663,0.0,No Rain
12.76134965034965,0.0,No Rain
18.846527777777776,0.0,No Rain
21.433055555555555,0.0,No Rain
22.978672199170123,0.0,No Rain
35.08686805555556,0.0,No Rain
29.92607638888889,0.0,No Rain
20.034909722222224,0.0,No Rain
21.28421527777778,0.0,No Rain
17.525937499999998,0.0,No Rain
13.254765897973446,0.0,No Rain
24.1066875,0.0,No Rain
24.65375694444445,0.0,No Rain
30.880458333333333,0.0,No Rain
18.45639583333333,0.0,No Rain
20.002097222222226,0.0,No Rain
20.98001388888889,0.0,No Rain
27.778402777777774,0.0,No Rain
33.635618055555554,0.0,No Rain
32.68034027777778,0.0,No Rain
28.23079861111111,0.0,No Rain
23.743972222222222,0.0,No Rain
26.17253472222222,0.0,No Rain
31.09133333333333,0.0,No Rain
28.983354166666665,0.0,No Rain
25.455486111111117,0.0,No Rain
28.205861111111112,0.6000000000000001,Rain
29.806513888888887,0.0,No Rain
29.419916666666666,0.0,No Rain
32.80468055555556,0.0,No Rain
30.99170138888889,0.0,No Rain
29.36359777313848,0.0,No Rain
26.982951388888885,0.0,No Rain
26.147900552486192,0.0,No Rain
